throughput,threads,uratio,lsize,,0,10,25,50,75,100
19276.4343290659,12,75,100,,#N/A,#N/A,#N/A,#N/A,19276.4343290659,#N/A
251.85508511567,12,75,1000,,#N/A,#N/A,#N/A,#N/A,251.85508511567,#N/A
211.135857461024,12,75,10000,,#N/A,#N/A,#N/A,#N/A,211.135857461024,#N/A
1039138.42364532,1,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,1039138.42364532
69693.5960591133,1,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,69693.5960591133
6252.9702970297,1,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,6252.9702970297
261597.428288823,2,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,261597.428288823
25279.9019607843,2,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,25279.9019607843
1330.87874324988,2,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,1330.87874324988
110601.566324033,3,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,110601.566324033
4502.19619326501,3,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,4502.19619326501
1409.11317981382,3,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,1409.11317981382
35005.3658536585,4,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,35005.3658536585
626.082771896054,4,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,626.082771896054
317.567567567568,4,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,317.567567567568
2265.52868658132,5,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,2265.52868658132
554.368932038835,5,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,554.368932038835
327.861163227017,5,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,327.861163227017
19831.6400580551,6,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,19831.6400580551
337.980769230769,6,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,337.980769230769
312.711454809087,6,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,312.711454809087
11418.009478673,7,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,11418.009478673
1064.70304200869,7,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,1064.70304200869
313.223938223938,7,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,313.223938223938
8025,8,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,8025
947.218259629101,8,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,947.218259629101
283.589251439539,8,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,283.589251439539
14353.5885167464,9,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,14353.5885167464
598.495533615421,9,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,598.495533615421
251.316419339397,9,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,251.316419339397
7462.31155778894,10,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,7462.31155778894
390.30131826742,10,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,390.30131826742
236.767485822306,10,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,236.767485822306
11531.4585319352,11,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,11531.4585319352
512.011304757419,11,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,512.011304757419
173.752310536044,11,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,173.752310536044
15570.1794753797,12,100,100,,#N/A,#N/A,#N/A,#N/A,#N/A,15570.1794753797
700.692840646651,12,100,1000,,#N/A,#N/A,#N/A,#N/A,#N/A,700.692840646651
247.03196347032,12,100,10000,,#N/A,#N/A,#N/A,#N/A,#N/A,247.03196347032
